m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
-0.0121808866942354,0.0121808866942354,-0.012180886694235404,0.0121808866942354,-0.012180886694235397,0.012180886694235404,-0.012180886694235404,0.0121808866942354,-0.012180886694235404,0.012180886694235397
-0.06410341580962468,0.06410341580962468,-0.0641034158096247,0.06410341580962468,-0.06410341580962467,0.0641034158096247,-0.0641034158096247,0.06410341580962468,-0.0641034158096247,0.06410341580962467
0.0017404844777711322,0.0017404844777711322,0.0017404844777711328,0.0017404844777711322,0.0017404844777711315,0.0017404844777711328,0.0017404844777711328,0.0017404844777711322,0.0017404844777711328,0.0017404844777711315
-0.05542074798552639,0.05542074798552639,-0.055420747985526396,0.05542074798552639,-0.05542074798552638,0.055420747985526396,-0.055420747985526396,0.05542074798552639,-0.055420747985526396,0.05542074798552638
0.05542051568049959,0.05542051568049959,0.0554205156804996,0.05542051568049959,0.055420515680499584,0.0554205156804996,0.0554205156804996,0.05542051568049959,0.0554205156804996,0.055420515680499584
0.09055617011351659,0.09055617011351659,0.0905561701135166,0.09055617011351659,0.09055617011351658,0.0905561701135166,0.0905561701135166,0.09055617011351659,0.0905561701135166,0.09055617011351658
-0.011985540488011811,0.011985540488011811,-0.011985540488011814,0.011985540488011811,-0.011985540488011807,0.011985540488011814,-0.011985540488011814,0.011985540488011811,-0.011985540488011814,0.011985540488011807
-0.04437831072303232,0.04437831072303232,-0.044378310723032326,0.04437831072303232,-0.04437831072303231,0.044378310723032326,-0.044378310723032326,0.04437831072303232,-0.044378310723032326,0.04437831072303231
0.037926606928143335,0.037926606928143335,0.03792660692814334,0.037926606928143335,0.03792660692814333,0.03792660692814334,0.03792660692814334,0.037926606928143335,0.03792660692814334,0.03792660692814333
0.039656195240268276,0.039656195240268276,0.03965619524026828,0.039656195240268276,0.03965619524026827,0.03965619524026828,0.03965619524026828,0.039656195240268276,0.03965619524026828,0.03965619524026827
0.004655147965967285,0.004655147965967285,0.004655147965967286,0.004655147965967285,0.004655147965967284,0.004655147965967287,0.004655147965967286,0.004655147965967285,0.004655147965967286,0.004655147965967284
0.026729560991898885,0.026729560991898885,0.026729560991898892,0.026729560991898885,0.026729560991898882,0.026729560991898892,0.026729560991898892,0.026729560991898885,0.026729560991898892,0.026729560991898882
0.04277975685233894,0.04277975685233894,0.042779756852338945,0.04277975685233894,0.04277975685233893,0.042779756852338945,0.042779756852338945,0.04277975685233894,0.042779756852338945,0.04277975685233893
-0.024855350831520823,0.024855350831520823,-0.02485535083152083,0.024855350831520823,-0.02485535083152082,0.02485535083152083,-0.02485535083152083,0.024855350831520823,-0.02485535083152083,0.02485535083152082
-0.0649823529496732,0.0649823529496732,-0.06498235294967321,0.0649823529496732,-0.06498235294967318,0.06498235294967321,-0.06498235294967321,0.0649823529496732,-0.06498235294967321,0.06498235294967318
0.04328360227632826,0.04328360227632826,0.04328360227632827,0.04328360227632826,0.043283602276328256,0.04328360227632827,0.04328360227632827,0.04328360227632826,0.04328360227632827,0.043283602276328256
-0.04962206009891819,0.04962206009891819,-0.049622060098918196,0.04962206009891819,-0.04962206009891818,0.049622060098918196,-0.049622060098918196,0.04962206009891819,-0.049622060098918196,0.04962206009891818
-0.021696679881849246,0.021696679881849246,-0.021696679881849253,0.021696679881849246,-0.021696679881849243,0.021696679881849253,-0.02169667988184925,0.021696679881849246,-0.02169667988184925,0.021696679881849243
-0.024671862805649775,0.024671862805649775,-0.024671862805649782,0.024671862805649775,-0.024671862805649772,0.02467186280564978,-0.02467186280564978,0.024671862805649775,-0.02467186280564978,0.02467186280564977
0.04557356789449575,0.04557356789449575,0.04557356789449576,0.04557356789449575,0.045573567894495744,0.04557356789449576,0.04557356789449576,0.04557356789449575,0.04557356789449576,0.045573567894495744
0.027463404544866843,0.027463404544866843,0.027463404544866846,0.027463404544866843,0.027463404544866836,0.02746340454486685,0.02746340454486685,0.027463404544866843,0.02746340454486685,0.027463404544866836
0.006172908337848939,0.006172908337848939,0.006172908337848941,0.006172908337848939,0.006172908337848938,0.006172908337848941,0.006172908337848941,0.006172908337848939,0.006172908337848941,0.006172908337848938
0.030305125614706916,0.030305125614706916,0.03030512561470692,0.030305125614706916,0.03030512561470691,0.030305125614706923,0.030305125614706923,0.030305125614706916,0.030305125614706923,0.03030512561470691
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023600308926801896,0.023600308926801896,0.0236003089268019,0.023600308926801896,0.023600308926801893,0.0236003089268019,0.0236003089268019,0.023600308926801896,0.0236003089268019,0.023600308926801893
0.014471776861375343,0.014471776861375343,0.014471776861375346,0.014471776861375343,0.01447177686137534,0.014471776861375346,0.014471776861375346,0.014471776861375343,0.014471776861375346,0.01447177686137534
0.05111412833827245,0.05111412833827245,0.05111412833827246,0.05111412833827245,0.051114128338272447,0.05111412833827246,0.05111412833827246,0.05111412833827245,0.05111412833827246,0.051114128338272447
0.0328998167734345,0.0328998167734345,0.03289981677343451,0.0328998167734345,0.032899816773434495,0.03289981677343451,0.03289981677343451,0.0328998167734345,0.03289981677343451,0.032899816773434495
-0.001983966761176822,0.001983966761176822,-0.0019839667611768227,0.001983966761176822,-0.001983966761176821,0.0019839667611768227,-0.0019839667611768227,0.001983966761176822,-0.0019839667611768227,0.0019839667611768214
-0.03433474894034478,0.03433474894034478,-0.034334748940344786,0.03433474894034478,-0.03433474894034477,0.034334748940344786,-0.034334748940344786,0.03433474894034478,-0.034334748940344786,0.03433474894034477
0.02636146318668873,0.02636146318668873,0.026361463186688732,0.02636146318668873,0.026361463186688725,0.026361463186688736,0.026361463186688736,0.02636146318668873,0.026361463186688736,0.026361463186688725
-0.018176190661602306,0.018176190661602306,-0.01817619066160231,0.018176190661602306,-0.018176190661602303,0.01817619066160231,-0.01817619066160231,0.018176190661602306,-0.01817619066160231,0.018176190661602303
0.04386089238925063,0.04386089238925063,0.04386089238925064,0.04386089238925063,0.04386089238925062,0.04386089238925064,0.04386089238925064,0.04386089238925063,0.04386089238925064,0.04386089238925062
-0.035067748660500477,0.035067748660500477,-0.03506774866050048,0.035067748660500477,-0.03506774866050047,0.03506774866050048,-0.03506774866050048,0.035067748660500477,-0.03506774866050048,0.03506774866050047
-0.0532446707688245,0.0532446707688245,-0.053244670768824505,0.0532446707688245,-0.05324467076882449,0.053244670768824505,-0.053244670768824505,0.0532446707688245,-0.053244670768824505,0.05324467076882449
0.07258481273514908,0.07258481273514908,0.07258481273514909,0.07258481273514908,0.07258481273514907,0.07258481273514909,0.07258481273514909,0.07258481273514908,0.07258481273514909,0.07258481273514907
0.02349970623847651,0.02349970623847651,0.02349970623847652,0.02349970623847651,0.023499706238476508,0.023499706238476515,0.023499706238476515,0.02349970623847651,0.023499706238476515,0.023499706238476508
-0.032789756156326434,0.032789756156326434,-0.03278975615632644,0.032789756156326434,-0.03278975615632643,0.03278975615632644,-0.03278975615632644,0.032789756156326434,-0.03278975615632644,0.03278975615632643
0.001332112344242548,0.001332112344242548,0.0013321123442425484,0.001332112344242548,0.0013321123442425475,0.0013321123442425484,0.0013321123442425484,0.001332112344242548,0.0013321123442425484,0.0013321123442425475
