0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175
8.199008,6.286776,3.755931,3.680348,5.515486,6.036212,3.424605,-0.614643,-3.021489,-2.823982,-1.706743,-1.517071,-2.215037,-2.732829,-3.210204,-5.306011,-9.789483,-14.221343,-13.984566,-6.584084,4.665869,11.821956,8.605244,-3.262188,-14.209746,-14.838624,-5.036293,5.35319,6.404578,-0.943142,-5.20417,2.969995,19.091699,28.111413,20.516444,3.561205,-5.968429,-0.210268,11.108205,12.2249,-0.0616,-12.633502,-11.707247,0.605254,8.444788,0.403974,-17.646634,-29.465175,-25.925421,-12.737789,-1.508168,2.917331,4.040325,5.552603,6.409042,5.030339,4.404351,8.904036,16.685295,19.426067,11.867738,-0.594869,-7.040446,-3.475398,2.907588,3.171901,-2.3289,-5.453592,-1.947897,2.400014,-0.667851,-10.681925,-18.474353,-17.255312,-10.021123,-4.004762,-0.65772,4.589981,12.746691,16.354341,8.016906,-7.935523,-17.213992,-10.864661,4.191044,13.068443,10.060065,3.846168,4.663043,10.404789,9.882724,-1.017576,-11.740776,-8.894663,6.696743,19.328275,15.777376,0.095381,-11.561183,-9.292678,0.732476,5.158116,-1.1751,-11.247075,-15.606003,-12.460277,-7.164606,-4.5159,-4.291343,-3.624158,-0.94303,3.289474,7.649685,9.904588,7.628351,1.407567,-2.714125,2.541561,16.394413,26.560651,19.166635,-6.073026,-32.58347,-41.459726,-29.28213,-9.855421,1.572218,3.267589,4.922569,13.197726,23.301631,25.594203,17.161828,3.96861,-6.824941,-12.607451,-12.750853,-4.898464,11.366934,27.932345,30.969509,14.618699,-9.670774,-22.108803,-14.750668,-0.302906,1.833087,-12.730282,-28.684375,-28.609371,-12.251678,4.331154,7.381816,-0.612469,-6.652155,-3.512373,3.539602,5.863476,3.028195,2.259902,7.858502,15.022022,15.731538,8.625209,0.381474,-2.517167,-0.983934,-1.012206,-5.510436,-10.498356,-9.730356,-1.743934,8.573516,14.745366,14.055053,8.563592
7.042154,11.107174,11.365854,8.415907,3.496021,-2.070756,-5.760179,-4.589733,1.207858,6.309634,4.684519,-3.39657,-10.726318,-11.377959,-8.381567,-10.25897,-19.234719,-25.933872,-19.069799,0.264764,17.787481,21.451787,15.109653,13.019474,21.035086,27.84677,18.309465,-6.669721,-28.567146,-31.081758,-17.837482,-6.517128,-6.944772,-10.451523,-3.463474,12.496102,20.552432,9.316933,-10.843061,-17.064035,1.03712,29.513489,44.652495,36.704995,16.602723,0.92102,-5.339871,-9.406376,-17.644289,-26.264875,-25.825324,-12.468228,6.8901,19.373441,15.141329,-6.112556,-33.850286,-51.411386,-46.295621,-20.410347,9.579954,25.485702,23.577397,16.460401,17.525571,24.920813,24.147051,7.101029,-15.088839,-21.99861,-6.294747,17.26605,26.882565,15.642172,-3.861264,-15.180736,-14.181768,-8.546509,-5.358624,-4.050623,-1.378752,1.780159,2.359739,1.795234,5.893432,16.376354,25.654235,23.409333,7.995627,-11.304103,-23.771988,-26.600281,-23.693099,-18.135517,-9.826036,-0.356304,4.483567,0.770633,-6.604802,-7.518016,1.449067,11.769615,12.657472,4.507315,-1.305001,3.103246,11.596694,11.473288,0.003317,-11.038619,-9.10343,4.067837,14.663628,13.042566,3.599616,-2.899374,-3.036932,-2.708217,-6.598014,-11.003363,-9.863259,-4.616904,-3.065989,-8.216065,-12.842392,-8.193582,4.532652,15.906486,21.19531,26.230385,36.703335,44.888014,34.023968,-1.232219,-42.794323,-63.041442,-51.386868,-23.666669,-3.726304,1.053613,2.510299,12.104907,24.749044,25.557812,9.55646,-10.978443,-20.223036,-16.088063,-10.499937,-13.939331,-23.679087,-28.328305,-20.720072,-3.357833,17.17243,36.639375,52.37514,59.495291,52.522654,31.783024,5.680638,-15.360872,-26.507574,-29.085959,-25.311604,-15.828065,-3.351658,4.613474,1.010889,-12.004353,-22.468531,-19.613807,-5.281931,7.600504,8.501869,-0.193045
4.702956,10.478219,6.653239,-6.14814,-22.835749,-37.440534,-42.779796,-32.674312,-9.60087,12.744788,20.622146,14.256072,6.01753,4.168204,4.370465,0.382462,-3.241393,2.87652,16.374384,22.368943,12.910547,-0.397685,-0.758557,10.698914,15.831283,4.688918,-9.532626,-7.403984,10.143332,21.562046,11.534276,-10.193479,-21.689754,-15.687312,-6.558782,-10.931324,-27.617506,-39.870734,-34.111086,-12.422632,12.264541,29.006647,35.452807,34.88344,30.551408,23.665498,14.77109,4.849338,-5.232466,-14.929186,-22.5455,-24.452801,-18.06647,-6.530478,1.557285,-0.202712,-8.61526,-13.527382,-8.860446,0.960095,7.176724,7.287899,6.336346,8.265826,10.066527,6.413479,-2.686185,-11.763713,-15.816669,-13.346306,-4.889274,6.890632,15.25885,13.255021,3.428928,-0.41547,11.951616,31.100768,34.224873,11.431696,-19.368968,-30.18931,-13.85584,9.214406,15.592737,3.504484,-10.491052,-13.46773,-7.441577,-0.828138,2.453826,2.015857,-4.131897,-16.539983,-27.908759,-26.9108,-11.005532,8.538181,17.697214,13.935416,6.740062,5.361023,9.252571,10.697664,4.031276,-8.844575,-20.233363,-22.793642,-15.556838,-5.216458,-0.129431,-1.501495,-1.76166,6.375038,20.492942,31.142303,33.446722,31.683424,30.400124,25.540577,10.155995,-11.983111,-25.230802,-18.470797,0.441346,11.376084,2.827069,-17.450522,-33.050291,-36.13099,-31.404636,-25.794361,-19.185001,-7.038692,10.531734,25.486025,28.475114,18.043434,2.640264,-6.842144,-6.790466,-3.145046,-3.915312,-10.011292,-14.382439,-9.958321,2.945279,17.259391,25.208837,22.713311,10.496311,-5.391505,-14.75431,-10.073389,4.67818,14.957282,9.949655,-4.469033,-11.294546,-1.830213,14.580308,22.655811,18.945979,12.514915,10.02253,7.33563,-1.762692,-14.603292,-23.013707,-24.765323,-24.868305,-25.254328,-20.178998,-5.948272,9.529379,13.454526
38.987555,3.89957,-20.827485,-4.471282,32.379886,36.784308,-14.335222,-80.36312,-95.064973,-37.856976,41.182065,71.868726,34.895737,-23.711341,-46.76115,-25.162266,1.921501,-0.689853,-24.115948,-32.015306,-8.871738,20.432449,22.432919,-1.793303,-15.264424,11.72151,64.036974,94.07409,71.470145,15.64128,-24.036613,-18.228715,15.419714,34.34293,15.312671,-26.156013,-57.441996,-63.251202,-55.159608,-50.478585,-48.953717,-34.734221,0.741176,43.475484,67.663106,60.282521,32.252368,5.240726,-9.497075,-17.021386,-25.666679,-33.073107,-28.468157,-7.803188,17.050029,26.931265,13.58911,-11.405034,-26.357594,-18.746769,3.554634,18.986737,11.25756,-15.169315,-36.396073,-27.846174,13.455349,62.279703,82.811751,58.208198,6.677005,-31.981561,-29.19896,8.972208,48.372494,55.872675,24.415267,-25.622166,-64.823497,-74.299325,-53.353163,-16.003717,17.211932,29.023084,15.010175,-12.840778,-34.43462,-37.341519,-25.580816,-12.030622,-2.891222,7.640625,26.213554,46.773702,52.381206,31.820887,-7.521772,-44.642644,-61.365935,-52.986269,-26.163832,7.645342,35.036541,43.245309,28.489755,3.760176,-7.851611,5.720783,31.241765,42.312887,28.237761,6.956774,4.607122,23.67423,37.788987,21.408013,-19.328011,-51.193831,-49.466697,-23.787656,-5.539117,-12.911568,-33.648865,-41.941426,-26.505505,1.459168,23.979842,33.251424,32.518119,26.633983,17.06185,4.269085,-10.278862,-25.302118,-38.639782,-43.584575,-32.115908,-8.055695,6.283645,-11.789293,-53.824727,-74.358463,-31.310019,62.062851,135.123022,123.233312,36.072204,-45.5039,-47.594722,24.155415,94.833924,99.85135,45.378038,-11.765182,-31.835475,-25.916957,-24.673151,-32.577792,-28.776559,-7.681905,2.35944,-26.284647,-75.973442,-92.473985,-45.359725,30.129095,63.972774,24.384914,-48.72633,-86.569043,-60.643077,-2.796019,37.928204,45.227232,38.215223,36.161802
-2.292389,2.674688,6.590865,5.590038,0.815449,-3.464754,-4.985802,-5.222684,-5.834294,-5.128587,0.056776,9.078495,16.023869,14.984358,6.29823,-3.839704,-10.112126,-12.993026,-15.981269,-19.125963,-17.684168,-8.192488,5.621532,15.128715,15.372532,9.93896,6.257549,6.978788,7.786565,4.01397,-2.449034,-4.80341,0.25325,7.699509,9.202232,2.426073,-6.19819,-8.540319,-3.587802,1.920371,1.385954,-4.522036,-9.447935,-9.24637,-6.66711,-7.394918,-12.29511,-15.255504,-9.651781,3.566088,15.498969,17.765782,11.070559,4.516182,5.996018,13.715554,17.998545,11.647752,-2.120937,-12.621145,-12.275298,-3.539881,4.70956,6.520072,3.418809,0.108786,-2.257363,-6.684559,-14.603329,-21.697007,-21.115434,-10.559901,5.037431,17.983255,23.772197,22.188014,14.392722,1.679515,-12.347451,-20.999667,-19.102992,-8.879723,0.954328,3.790718,2.060886,3.61336,11.052183,17.018583,12.13674,-3.148618,-17.283994,-19.253357,-9.906973,0.161311,3.20535,2.015185,3.96042,9.879634,12.481082,6.383997,-3.313672,-5.605274,3.487273,15.203128,16.832572,5.115722,-10.744311,-18.931119,-15.890947,-7.032939,0.9212,5.603724,7.542012,6.483184,1.792823,-4.396492,-7.403286,-4.785818,0.392431,2.773081,0.801722,-2.116469,-2.93077,-3.514501,-7.96575,-15.78473,-20.110067,-14.322692,0.291869,14.949099,21.531973,19.289401,13.268474,7.804799,3.337787,-0.832688,-3.193324,-1.305396,4.206747,8.955135,8.938444,4.528745,-0.507645,-3.299481,-3.979865,-3.783117,-2.888919,-1.37865,-1.172118,-4.61917,-10.386073,-12.63211,-6.724834,4.005276,9.386867,2.357392,-12.322229,-21.061643,-14.420967,3.149458,17.335299,17.770673,7.324667,-2.275867,-2.989624,2.287759,4.513914,-1.010259,-9.941788,-14.153426,-10.325425,-2.570545,2.958051,4.931746,7.653302,15.182472
12.141488,13.282519,6.087527,-3.822159,-8.431896,-5.539661,-0.534736,0.041293,-4.418788,-8.696462,-8.153346,-3.570749,0.659776,1.815222,1.032208,0.688481,1.261323,1.593053,1.24871,1.079383,1.326294,0.540698,-2.503084,-6.276595,-7.179394,-3.295284,3.128245,7.587416,7.514,4.122653,0.449228,-1.424258,-0.877862,2.326,7.997094,14.053691,16.436954,12.089328,2.391236,-7.205546,-11.801664,-11.362813,-10.109085,-11.649954,-15.114605,-16.262714,-12.10897,-4.09383,3.245553,6.384788,5.4807,3.271404,1.798652,0.568437,-1.895642,-4.871644,-4.553549,2.574694,14.91313,24.991561,25.085409,14.564668,1.199258,-5.925131,-5.015043,-2.350912,-4.178882,-8.994268,-9.473718,-1.997153,7.800853,10.714517,4.501283,-3.542546,-5.456037,-2.275166,-2.455366,-10.735987,-21.208321,-23.525059,-15.016468,-3.951231,0.145791,-2.592557,-3.333676,4.128684,15.593244,21.275975,16.826729,7.355176,0.765077,-0.446271,0.541247,0.861086,1.265797,3.12177,4.829286,3.649318,0.330829,-0.789233,2.648933,7.1803,7.282687,2.471764,-1.691997,-0.588183,3.268567,3.100686,-3.51455,-11.276555,-13.490726,-10.076878,-7.109762,-8.77092,-12.310039,-12.316747,-8.140656,-4.311644,-3.582501,-2.538213,3.53699,12.668104,16.391818,9.389007,-2.970452,-9.245297,-4.1148,6.125531,11.301643,9.016547,6.417033,10.456493,18.740202,21.780909,13.584081,-1.836186,-14.695375,-18.580614,-14.486897,-7.301315,-0.749058,3.709071,5.198139,3.137759,-1.216449,-4.766728,-5.446265,-4.601807,-5.370318,-8.673933,-11.868814,-11.826551,-8.474921,-4.315681,-0.901672,2.695497,7.30759,10.834304,9.794112,4.048185,-1.428362,-0.968319,5.553202,11.933943,11.725065,4.724221,-3.134862,-6.102502,-4.0269,-1.269456,-1.083085,-2.146717,-0.866514,3.719813,8.262545,8.4887
0.117201,3.520319,8.752306,13.357342,14.95636,12.570456,7.053621,0.469272,-5.082776,-8.44264,-9.696178,-9.825389,-10.045292,-11.180094,-13.263596,-15.431045,-16.173112,-14.006307,-8.41505,-0.593434,6.639092,10.058597,7.962646,1.672315,-4.569348,-5.648709,1.365656,14.9952,29.516545,37.712435,34.749447,20.913198,1.564056,-15.629049,-24.485109,-22.949993,-13.301153,-0.251947,11.540103,19.057117,21.087044,17.573758,9.128006,-2.856168,-15.887255,-26.635112,-32.070932,-30.922231,-24.391704,-15.484621,-7.306565,-1.51043,2.017161,4.116683,4.949906,3.525566,-1.322618,-9.260751,-17.57133,-22.084388,-19.567696,-9.980853,3.096273,14.345385,19.74096,18.718578,14.07108,9.782843,8.437234,10.006204,12.664818,14.704375,15.869476,17.067885,18.853145,20.161834,18.609634,12.341357,2.041263,-8.616725,-14.741589,-13.210567,-4.845799,5.790991,12.94899,12.944409,6.041964,-4.116924,-12.945909,-17.481044,-17.506443,-14.846878,-11.700899,-9.329398,-7.848958,-6.89551,-6.337072,-6.403998,-7.272762,-8.64056,-9.754369,-9.859381,-8.625592,-6.180805,-2.821499,1.182358,5.402235,8.899179,10.272953,8.44467,3.776034,-1.458704,-4.024338,-1.836506,4.158728,9.948184,10.76405,4.47307,-6.341736,-15.41221,-16.650975,-8.400875,4.976126,15.588309,17.15522,9.334331,-1.883308,-8.179297,-4.654693,6.692099,18.270638,22.151871,15.609261,3.039574,-7.100652,-8.181075,0.034883,11.30592,17.279057,13.171412,0.828459,-12.793762,-20.417774,-19.03776,-11.248108,-2.750715,1.826068,1.725622,-0.262148,-0.561393,2.335666,7.011376,10.586945,11.046861,8.516593,4.679051,1.119417,-1.837517,-4.85008,-8.279188,-11.261185,-12.156309,-10.108211,-6.335608,-3.830986,-5.387096,-11.319889,-18.698707,-22.894492,-20.529701,-11.786084,-0.398516,8.70569,12.479891,11.418323,8.736665
-3.601269,-5.871598,-0.367091,10.35298,18.147553,14.888187,-0.771501,-20.920915,-32.904763,-28.121997,-8.668151,13.455867,24.373454,17.824178,-0.881533,-19.248695,-26.797361,-22.066924,-12.43412,-7.486966,-11.494711,-20.7009,-26.9379,-24.091182,-12.192339,3.567551,17.305403,26.340734,31.600212,34.95118,36.389346,33.711581,24.814389,10.432015,-5.1186,-15.855588,-17.31611,-8.899222,5.851346,20.82567,29.795303,28.785053,17.71131,0.684641,-15.535014,-24.732966,-24.625296,-18.207415,-11.696831,-10.072597,-13.372645,-16.806298,-14.956424,-6.876126,2.281864,4.951258,-2.448084,-15.681657,-25.080309,-22.782934,-9.203586,6.739128,14.252068,9.093313,-3.016246,-10.935453,-7.075228,6.448544,19.529929,22.297348,13.149135,0.061409,-5.844784,0.812395,15.519738,27.635602,28.818057,19.260924,6.950373,0.941733,4.302919,12.22846,16.357737,11.435113,-0.96775,-14.132242,-21.377142,-20.514467,-14.539811,-8.762888,-7.055301,-9.903626,-15.060994,-19.655709,-22.024254,-22.240925,-21.358033,-20.007463,-17.218615,-10.312625,3.570729,24.685028,48.324993,65.225842,65.793591,46.372877,13.30074,-19.070543,-36.327977,-33.079862,-16.567847,-1.597142,-0.031588,-12.593355,-29.260866,-37.879377,-33.934286,-23.408634,-16.395097,-17.037879,-18.736981,-9.281321,17.924671,55.938876,86.795871,93.183259,70.429644,29.580094,-10.520444,-35.571147,-43.063089,-39.840228,-33.659075,-26.845117,-17.159873,-3.725083,8.895963,13.28078,6.367896,-5.819371,-11.458826,-2.549295,17.147833,33.362995,31.881337,10.35515,-18.477367,-35.494206,-29.482028,-5.876913,17.056068,21.796633,4.499306,-22.455504,-39.838173,-35.394241,-11.804493,16.389712,33.512166,32.612231,17.773018,-1.257001,-16.58985,-25.87457,-30.406855,-30.878133,-25.409737,-11.721112,8.896754,29.954397,42.653211,41.512906,28.424777,11.784559,1.034747,0.441331
8.148312,6.416653,2.089671,6.634922,23.161408,39.765754,39.905583,19.330741,-8.85169,-25.933457,-22.986794,-5.212423,14.987599,26.002787,20.65941,-0.961064,-28.032798,-41.931072,-30.364895,-1.76566,18.740942,13.439344,-8.023053,-17.852215,-1.792818,22.36251,23.374916,-6.711232,-40.311673,-42.534843,-8.71607,31.171224,44.831251,28.362017,2.310872,-16.225093,-28.215998,-39.099121,-41.335462,-21.312627,17.139855,46.826261,42.782691,11.184847,-15.009969,-11.345336,12.550941,26.637054,15.702383,-6.149268,-16.468592,-11.844536,-7.681366,-13.91035,-20.440978,-11.219633,12.685518,31.820503,30.55228,14.215681,0.397955,-2.659752,-2.534323,-7.816499,-13.998739,-9.399581,7.670175,24.478289,28.748445,23.531758,22.700782,32.678276,43.007351,36.552224,6.513061,-38.130151,-81.01344,-108.572074,-113.813797,-96.830648,-65.923834,-35.269376,-15.266215,-3.281052,12.521266,37.445786,60.942982,67.245671,54.827107,40.156972,39.294985,49.396845,53.645122,43.478076,29.115529,24.364481,26.139811,17.278216,-9.392421,-37.504003,-44.10391,-27.270129,-8.889499,-7.99194,-18.405004,-19.556497,-6.034157,3.717179,-7.796211,-31.069359,-38.045332,-16.57878,12.570376,18.988279,-2.024769,-25.619015,-28.569216,-15.051024,-5.680098,-7.63201,-7.535088,4.0087,12.459559,-4.295951,-41.401946,-61.604479,-32.919519,32.423432,85.737099,90.036043,54.138352,16.078179,0.030989,-1.287317,-4.078144,-7.286849,1.519743,20.53466,29.003797,14.08852,-7.119578,-5.003912,23.178585,43.308126,22.436001,-28.378257,-61.040351,-43.647597,1.712867,22.939185,-2.980975,-44.976607,-55.979042,-28.103613,0.454167,-6.444547,-38.208703,-49.15583,-11.845359,50.248099,86.680605,71.032253,22.367417,-20.967345,-39.819167,-42.884407,-44.315707,-43.668935,-31.18692,-5.821682,20.436116,36.518149,43.860667,49.499578,51.056765,36.191465
-1.54245,7.809037,11.992779,9.302719,5.595368,6.221088,9.123107,7.641236,-0.651354,-9.909481,-11.40508,-2.019341,12.913806,23.905849,23.637702,10.964997,-8.036707,-22.327822,-22.648333,-10.008212,2.613443,0.971388,-15.199418,-29.334896,-24.24282,-1.943748,15.972135,10.797783,-11.79337,-26.507439,-15.831315,10.386572,25.807747,16.823597,-3.037581,-9.15484,7.063793,30.502326,40.335287,30.966985,13.3355,-0.420237,-8.23985,-14.365061,-20.106396,-22.827441,-22.152316,-21.764281,-23.118727,-20.961666,-9.112387,9.918072,24.805847,26.379446,16.560261,4.853195,-1.684395,-1.85323,4.491616,18.334648,35.117337,41.069611,24.220261,-8.423895,-30.952315,-23.271876,4.329387,18.15745,-2.834501,-41.274243,-57.918846,-34.760901,3.874352,17.359675,-7.063208,-41.823673,-50.816503,-27.317481,4.238336,19.99317,21.379356,25.545517,38.412796,46.329437,35.300699,11.052692,-6.145991,-4.620199,6.783025,11.223714,3.440874,-7.157303,-10.228321,-5.367561,1.844827,9.075862,17.217919,22.904286,17.809948,-0.892724,-22.615934,-31.290586,-22.213675,-7.540068,-2.732592,-9.67025,-16.318833,-12.354846,-1.045418,6.269027,4.485457,-0.478724,-0.935632,2.640988,3.433591,-2.127891,-10.13033,-14.509813,-13.282091,-7.869924,0.775347,11.364223,18.09523,12.440522,-6.851316,-27.107108,-30.122116,-9.974794,19.186504,35.831156,31.557949,17.319822,9.516322,12.76497,18.273934,17.001602,10.136254,5.210259,5.020647,4.241735,-2.840698,-14.287106,-22.121425,-20.663325,-11.248166,0.679751,10.428883,15.031134,11.975068,0.465284,-15.519382,-28.007889,-31.170711,-26.335143,-19.419001,-13.632622,-6.780873,3.239304,12.294221,12.510954,1.854181,-10.81585,-12.805046,-0.379239,16.434393,22.602212,11.70972,-8.704115,-24.120058,-24.604167,-10.776012,9.030242,25.967737,36.004056,40.304828,41.632914
