0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175
-2.695996,-4.36515,-1.938048,1.47336,1.601753,-2.335521,-8.005472,-12.681865,-14.127043,-10.921965,-4.349817,1.337962,3.260528,3.856805,7.522412,13.481412,15.733618,11.253424,4.364405,0.370091,-1.267718,-2.691131,0.141327,12.750773,28.634213,29.736253,7.527743,-21.722153,-32.562474,-20.557061,-6.708096,-8.492872,-17.007026,-12.570105,3.561402,8.187684,-10.612768,-32.987523,-30.586487,-3.211188,21.276965,23.348229,14.573173,17.383763,32.275374,37.943768,22.081035,-0.839982,-8.041959,3.141525,13.645157,6.95035,-12.81883,-28.287385,-28.491587,-17.904297,-9.239248,-11.030987,-20.991106,-28.402488,-23.329071,-6.111738,11.850791,18.655625,13.573749,6.579627,6.431833,12.086757,16.982394,18.329761,18.480329,18.665586,16.232365,9.456247,1.51753,-3.095454,-4.225608,-5.170519,-7.241059,-8.578479,-8.59794,-10.065915,-14.68997,-18.969332,-17.505631,-9.926055,-1.81104,1.764619,1.448301,1.283799,2.958437,4.419474,3.837167,3.005789,5.68052,12.663602,19.048772,17.28113,4.512195,-12.411661,-20.995481,-14.63113,-0.232269,7.839657,2.411227,-9.712913,-16.638275,-14.472534,-8.478105,-2.915018,4.676915,16.746002,27.679675,28.064243,16.837937,4.474547,1.681838,7.436124,10.935916,4.243456,-9.607805,-20.722169,-22.099529,-15.020596,-6.96669,-5.104152,-9.952898,-14.180832,-9.304307,4.537261,16.68094,16.287272,4.292432,-7.509757,-9.52718,-3.487591,2.733476,5.702992,7.765541,9.534161,7.021382,-1.316313,-8.926734,-7.581124,1.196471,5.758864,-2.459743,-17.723079,-24.698032,-14.154663,7.518179,24.41405,25.657513,14.07674,1.87617,-1.35602,3.44188,8.091292,7.212909,3.491688,2.631492,5.388183,7.419399,6.232479,4.13094,2.546034,-2.551559,-14.931802,-29.340812,-34.348527,-25.756127,-12.426139,-5.16252,-3.522978,0.738586,9.051835
-2.545764,-2.499989,-3.474429,-4.540323,-1.990996,7.105035,21.03133,32.859367,34.346531,21.814701,-0.380438,-21.757339,-32.134622,-28.277303,-16.02184,-6.16436,-6.815617,-17.557588,-29.595527,-31.901104,-19.066898,4.649953,27.893286,39.477549,35.230059,19.848335,3.016947,-6.929243,-7.252583,-0.649412,8.034185,14.940148,17.973107,15.752567,7.016962,-8.138088,-26.323557,-40.851047,-44.989688,-36.67055,-20.766705,-6.380602,-0.549723,-3.117756,-7.08281,-4.494927,6.690791,20.464698,27.297946,21.837908,7.522837,-5.682974,-8.622688,0.533667,15.610537,27.667365,31.490631,28.108712,21.957663,16.004062,9.500869,0.126416,-12.051947,-23.005162,-27.346109,-22.786744,-12.266838,-1.708567,4.566936,6.580968,7.243482,8.397625,8.438563,3.984328,-6.002486,-17.857184,-25.346557,-24.703365,-17.923852,-10.986642,-8.313833,-8.525192,-5.668556,4.838961,20.905631,34.276403,36.962913,28.147576,15.251274,7.76342,8.934768,12.667765,8.666369,-8.303049,-32.984967,-52.886443,-57.64194,-46.671762,-28.83765,-14.741057,-8.526486,-6.100209,-0.669479,10.031038,21.634692,27.855184,27.149299,24.594793,26.843664,34.804343,41.28614,36.581489,17.566181,-7.858835,-25.587293,-25.975146,-11.52752,5.075866,11.225226,4.425211,-6.244021,-8.388498,2.771792,20.013616,29.826281,23.311728,3.235912,-18.268235,-28.987328,-25.14405,-12.734913,-1.688763,1.50524,-3.202094,-11.998008,-21.621128,-31.080632,-39.72493,-44.769668,-41.901859,-29.13422,-10.215505,6.4122,13.294495,9.94331,3.840632,5.008492,18.097499,38.258979,54.197767,56.117822,42.498015,20.780104,1.942811,-6.57082,-4.490416,2.88807,9.293351,11.221582,8.653935,3.434737,-2.5418,-7.967393,-11.898056,-13.727459,-13.668848,-12.986764,-13.203764,-14.64711,-15.71716,-13.897496,-7.951209,0.53434,7.731725,9.977731,6.118429
6.621276,16.700305,16.419954,4.405888,-12.082735,-23.188652,-24.243759,-18.766609,-14.473473,-16.101669,-21.311277,-22.968316,-15.552868,-0.136607,16.07295,24.926829,22.908039,12.953133,1.794227,-4.550692,-3.83283,2.225987,9.694002,14.513153,14.036971,7.99986,-1.175341,-9.282274,-12.638078,-10.624235,-6.324546,-4.085357,-5.468352,-7.090474,-2.922339,10.085773,27.624726,39.265138,35.38394,14.812229,-13.053124,-33.927202,-38.129274,-26.710055,-9.691305,1.768366,2.828856,-3.496409,-10.860122,-15.311143,-17.137153,-18.028301,-17.342171,-11.784852,0.976372,18.516467,33.90049,40.379428,36.510585,27.003491,18.446649,13.842267,10.981489,5.993314,-1.621411,-7.6603,-7.205709,-0.207987,6.98912,6.310017,-4.945767,-20.993209,-31.668377,-30.552279,-20.12698,-9.417616,-6.181417,-10.547342,-15.665483,-14.567228,-6.825206,1.147741,2.419663,-3.433535,-9.287678,-6.706454,5.992669,21.238816,27.957518,20.964722,5.96564,-4.377018,-0.36243,16.849205,35.752196,42.976888,32.983321,11.543474,-9.200869,-19.741975,-19.238095,-14.495213,-13.541802,-19.237986,-27.609845,-31.497538,-26.188619,-12.789948,2.703522,13.478778,16.095801,12.177417,6.865625,5.275362,9.171668,15.828239,19.761518,16.371264,5.274069,-8.907645,-19.07968,-20.0967,-12.149442,-0.67892,7.286945,7.884932,2.880187,-1.944031,-1.310013,5.393666,13.321583,15.357689,7.133708,-9.469743,-26.675906,-34.951534,-28.61123,-9.671609,12.431871,25.53475,21.640531,2.207913,-21.65947,-35.0208,-28.055072,-2.728227,27.546923,45.765557,42.013979,19.871152,-6.051601,-19.942242,-15.209351,1.759925,16.906473,18.708164,5.822151,-12.967258,-25.6828,-25.34468,-13.626875,1.722293,12.714051,15.596752,11.477684,4.018863,-3.146728,-7.574692,-8.042642,-4.600769,1.103245,6.152809,8.059814,6.933752,6.009054,9.293144
-3.891785,-7.816084,-7.157634,-2.042495,2.949364,3.059488,-1.521769,-5.009226,-1.298939,9.329631,18.762377,17.27675,2.62299,-16.347621,-25.728994,-17.942669,1.27078,16.883068,16.868254,2.45137,-12.706463,-14.023983,1.55032,22.935475,34.444644,29.099074,14.070161,3.598016,5.86485,15.618863,19.099044,6.738316,-17.810076,-40.365877,-48.079566,-39.747568,-25.517403,-16.738365,-15.664707,-14.596625,-5.017717,12.254179,26.031687,24.509333,7.115472,-12.838219,-18.160736,-2.407283,23.65253,39.958243,33.357412,8.588539,-15.284312,-20.116504,-2.98764,22.047724,35.674271,28.336697,6.319642,-15.146098,-24.784943,-22.92803,-18.256589,-17.929175,-20.73074,-19.271551,-8.50806,7.892637,19.54307,17.98992,4.199133,-11.870916,-19.232947,-14.399708,-3.262125,4.837748,5.24091,1.220364,0.017542,5.793918,15.984637,24.000237,25.325939,21.232036,16.875039,15.891147,16.69491,13.90687,3.520129,-12.9297,-28.884296,-37.416347,-35.971197,-27.428601,-17.187543,-9.274356,-4.711742,-2.742377,-2.784818,-4.794893,-7.925909,-9.533005,-6.346551,2.748077,14.947865,24.882444,28.355306,25.324319,19.412929,14.351126,10.65915,5.753269,-2.582317,-12.780925,-19.766615,-19.151316,-11.631144,-3.161444,-0.063921,-3.053169,-5.771564,0.07278,16.738298,36.510476,45.890304,35.365454,7.229368,-25.000142,-45.480205,-46.526833,-32.732102,-15.998602,-6.048735,-4.20324,-4.886482,-2.5105,2.934201,6.509277,4.119732,-2.348659,-5.662694,0.632332,16.018395,32.409561,39.956185,34.437016,20.055804,5.485795,-3.201307,-6.63301,-10.083531,-17.602863,-27.810256,-34.970178,-34.015067,-24.743836,-11.532145,0.714383,10.186023,17.91007,24.227689,26.08092,18.5915,0.194624,-23.319053,-40.276078,-40.053021,-20.510706,9.962922,37.647301,52.077678,51.63476,42.39722,31.993489,23.835793,16.086778
-2.063423,-0.466329,0.772908,0.726872,0.28913,0.943067,2.219096,1.38019,-3.420047,-9.901323,-12.719565,-8.49659,0.571309,8.766477,12.291284,11.839775,9.784787,6.381167,0.480804,-6.234976,-8.161203,-1.189222,10.932566,17.943279,12.680315,-0.917524,-10.998156,-9.737132,-1.319887,2.881994,-3.333795,-14.647018,-20.358814,-15.561072,-5.052031,3.114846,5.917691,6.264436,7.121163,7.252919,3.759394,-2.55965,-6.431253,-3.381222,5.002744,11.894016,11.322474,3.300609,-6.620136,-12.156992,-10.830628,-4.959592,0.800559,3.174093,2.650102,2.692355,6.022145,11.126857,12.956297,8.105503,-0.616413,-5.96421,-3.63216,2.584249,4.352893,-1.986233,-10.807173,-12.925059,-5.585049,4.640665,9.301853,6.953921,3.07426,1.789674,0.327541,-6.510482,-17.577808,-24.108678,-18.810753,-4.979336,5.722154,5.177095,-2.770261,-6.801158,-0.275566,12.379612,21.157965,20.556744,13.213004,4.963163,-1.151702,-5.20644,-6.77925,-3.715368,4.809497,15.423208,22.178915,21.042105,12.277751,-0.988383,-15.065542,-26.17424,-30.45291,-25.975425,-15.463005,-5.47173,-1.150809,-1.700975,-2.018724,1.007026,5.045475,6.015472,4.172656,4.407727,9.714869,15.938189,15.199697,4.95641,-7.896655,-13.34051,-8.319482,0.628234,4.880735,2.591099,-0.786772,0.200982,5.041805,8.980369,8.995046,6.22549,2.753347,-1.794215,-8.753433,-16.286971,-19.029296,-13.304445,-2.137506,6.419682,6.71517,0.99705,-2.843218,1.045612,10.967207,19.178645,18.356401,7.255181,-8.397383,-19.697087,-20.350455,-10.991338,1.000173,6.928416,3.989292,-2.090904,-2.467926,5.608709,15.035603,15.380743,3.847878,-10.795062,-16.220793,-8.75179,2.933318,6.658731,-0.997945,-11.718014,-14.399973,-6.305188,5.007601,10.119476,7.138213,2.596932,3.873789,11.450049,18.478538,17.339727
-16.30095,-13.922617,1.799974,16.44818,14.172623,-5.544654,-25.957669,-29.233864,-14.203704,3.291309,7.840375,0.630369,-3.248129,7.039103,24.897387,32.742036,20.839426,-1.974233,-16.811639,-12.881575,3.466163,16.527373,16.170103,5.020878,-6.795975,-11.646491,-9.294335,-4.378368,-1.189556,-0.838199,-1.931052,-2.873332,-3.578857,-5.30387,-8.705867,-12.02653,-11.952294,-7.238291,-1.267111,0.473106,-3.51737,-8.00895,-6.138192,2.393609,9.888354,9.0647,2.265674,-0.138438,8.153974,20.358173,22.323094,8.165575,-11.356042,-18.000661,-3.886834,20.547019,36.382329,33.092695,15.681695,-2.816618,-13.456335,-16.15393,-15.509314,-14.954668,-15.064147,-15.044441,-13.851681,-10.437212,-4.831801,0.438706,1.449287,-3.124271,-9.33454,-10.726937,-4.635648,4.620205,9.40727,5.70475,-3.514924,-10.987043,-10.518564,-0.623882,14.700146,27.286382,28.456686,15.037134,-6.037336,-20.513838,-17.687489,-0.582624,15.51935,16.747456,3.702624,-9.680349,-10.658131,-0.306038,9.118571,8.68733,2.764955,3.304488,14.979033,27.912531,26.500503,5.41701,-23.734616,-41.90919,-38.784336,-20.207211,-1.001645,8.499288,9.024149,7.236863,6.216567,2.392862,-8.192017,-22.110478,-29.054952,-21.388753,-3.010147,12.56428,14.103541,2.959271,-8.643225,-9.412319,1.192304,14.324814,21.267559,20.42531,15.859637,11.546233,8.712099,7.456364,7.911395,8.495614,5.1113,-4.769873,-16.657302,-20.331658,-9.44331,10.108908,23.655436,21.249952,7.144917,-5.380867,-8.230403,-5.830999,-7.799488,-16.214818,-22.700813,-18.526107,-5.583022,4.588813,2.518293,-9.821985,-21.578071,-23.644054,-15.877687,-4.885945,3.211836,7.084585,8.820677,10.381159,12.036736,13.363503,14.660551,16.972161,20.627693,23.612122,21.721186,11.672346,-4.515279,-18.433822,-20.660758,-9.334065,6.487993,13.631904
-8.318787,-14.574163,-11.257067,-2.782812,-0.742979,-11.564041,-28.500168,-36.973979,-28.140857,-6.7091,14.707065,27.87168,34.299214,38.801754,40.342056,32.298324,12.336735,-10.623672,-22.497754,-17.707107,-4.775836,3.243532,2.569699,0.320942,2.42732,3.771663,-5.714193,-25.709523,-40.984264,-35.889164,-12.184722,11.411234,18.549341,11.035158,2.731822,0.312449,-4.020189,-18.390725,-34.754127,-33.718146,-7.576003,26.622842,42.544384,32.729106,16.516949,17.53336,36.580759,51.433581,43.131901,17.393469,-3.329395,-6.229452,-1.279677,-6.991344,-27.39056,-47.275114,-49.376312,-32.161372,-9.377503,4.648765,5.991107,-0.623098,-9.075234,-14.869879,-14.410994,-6.720097,2.832605,4.247898,-7.644675,-25.283623,-32.657537,-19.52165,8.582531,34.674271,44.135192,34.602377,14.962891,-2.257075,-7.702112,1.256188,19.29576,35.127704,38.109706,26.017855,6.619249,-9.361048,-16.722521,-16.92769,-12.6118,-4.480103,5.047711,8.562465,-0.78207,-19.103398,-31.056585,-23.744063,-1.548432,16.252664,14.603948,-2.300626,-17.107341,-18.887752,-13.056951,-11.243944,-15.547687,-17.22198,-10.004233,0.602179,4.452783,0.31265,-2.565084,3.127797,13.141731,17.766843,15.217478,13.941721,20.391403,28.629835,26.268425,9.82927,-10.017719,-20.047193,-18.179583,-12.58338,-8.991805,-3.921839,7.615726,21.514424,26.64973,17.862635,2.946571,-5.846676,-5.250694,-2.780001,-5.767149,-12.584906,-16.64024,-15.885678,-13.947292,-12.106576,-5.342238,9.737265,25.181203,25.651744,4.955785,-23.839558,-38.709456,-29.801882,-8.303154,6.388086,6.037971,-1.745085,-6.190086,-6.22671,-8.546012,-15.359591,-18.455255,-7.354968,17.923921,44.055406,54.683049,43.565671,18.939398,-3.29157,-10.949925,-3.180177,10.286659,17.198977,12.291998,0.646852,-8.237673,-10.068367,-9.047353,-11.193642,-15.643638,-14.93568
6.820043,1.151602,-9.325761,-19.05135,-24.759362,-26.958917,-26.005496,-19.049904,-3.513917,16.468236,30.064408,28.99469,16.549643,5.003112,2.940827,6.873332,7.408085,2.564728,1.136274,10.762111,25.313425,28.970871,14.514107,-5.731555,-11.403072,3.166586,21.14827,20.645449,-1.522383,-26.458623,-33.752413,-22.345176,-8.928977,-7.941051,-17.387392,-25.150294,-24.918499,-21.336659,-20.327232,-19.90618,-14.270523,-4.389968,1.170353,-2.043318,-5.70369,3.451703,26.870917,49.188746,52.783642,36.014015,14.259353,3.154307,4.010172,7.27791,7.104276,7.51809,13.47134,20.424102,17.7513,2.370411,-15.362141,-22.286872,-17.290128,-12.088466,-16.773689,-27.698811,-32.232628,-24.100034,-10.499901,-3.027241,-4.350614,-6.780944,-3.141455,4.641749,9.565394,9.674118,10.380994,16.05141,22.334148,19.876209,5.40703,-13.292086,-24.538758,-23.554255,-15.054557,-6.537781,-1.538478,0.395095,0.337157,-0.233807,2.817842,14.456589,33.363112,48.193386,45.247773,22.325218,-6.488389,-22.626455,-20.349196,-10.897502,-8.777078,-15.649237,-20.005517,-12.392386,2.084974,8.741921,-0.111929,-16.196717,-23.834423,-15.898108,0.381614,12.514661,15.006569,11.75583,8.790367,7.850944,7.384429,6.805003,6.980192,7.138155,4.294481,-2.689617,-10.087187,-12.757049,-10.649498,-9.596817,-14.140448,-20.903846,-21.544751,-12.673419,-0.671762,5.191843,3.53574,2.352536,9.064035,21.081341,28.320986,24.50716,13.578279,4.140452,-0.071933,-1.610835,-2.152832,1.907361,13.736954,27.56302,30.406636,14.965584,-10.693951,-29.306852,-31.011419,-22.090547,-16.193865,-18.680392,-22.28405,-18.120425,-7.610153,-0.579115,-2.441125,-6.899637,-3.540148,8.862,19.636723,17.741109,4.2957,-8.049622,-7.855037,4.3574,17.90464,22.610155,16.635142,5.335002,-4.776382,-9.991539,-9.540879,-4.735071
3.495187,-7.234381,-16.493343,-15.026258,-2.71831,9.274024,8.57133,-5.422264,-19.375057,-18.242996,-0.237357,20.67986,27.641722,16.376546,-1.6829,-10.747243,-4.431637,10.790363,23.274759,25.503123,17.007577,1.939181,-13.348756,-21.517635,-17.532554,-4.063804,7.516085,5.630892,-9.477883,-23.707873,-22.246128,-5.621661,9.565679,7.92007,-7.798871,-19.558618,-14.130842,2.591831,13.558295,10.759904,2.965772,2.117979,6.709549,4.562247,-7.935126,-16.169179,-3.118369,26.507603,45.311721,31.402664,-5.096112,-30.0563,-21.839663,4.65618,15.047516,-5.03101,-33.429989,-37.094972,-9.792226,21.751656,29.261628,13.975515,1.460282,8.513203,23.066441,20.612511,-4.114225,-29.112466,-30.128312,-8.428328,11.238816,8.997795,-9.099474,-20.424084,-12.454218,4.573069,11.609144,3.020448,-8.2077,-5.932716,11.874468,31.803551,38.183573,25.826583,1.817064,-21.554087,-34.764589,-35.239271,-27.332972,-18.642432,-13.99488,-11.352502,-4.333723,9.828566,25.056707,30.677855,21.699664,4.190209,-10.192909,-14.34279,-9.611418,-0.891107,9.13858,19.164188,24.787913,19.408941,2.225019,-16.177913,-20.19785,-3.868121,21.175542,34.365596,24.408699,-0.59017,-20.944238,-23.215082,-10.930196,0.905155,0.732637,-9.668377,-18.335516,-14.827316,0.509054,16.857482,21.258367,7.797897,-18.532737,-44.713037,-56.679868,-46.673854,-17.853132,16.154578,37.843488,36.376147,15.554158,-8.051417,-17.525288,-9.231202,5.078112,10.859063,6.264772,4.148629,17.315146,42.262083,59.948672,54.524795,30.571458,9.47144,7.571403,19.08581,22.228879,2.148892,-33.657167,-63.023432,-70.42939,-59.159896,-43.492272,-32.217166,-22.138075,-6.565142,13.242472,27.16166,25.852962,9.648637,-12.042511,-28.446787,-33.815647,-28.007955,-13.712311,5.514024,25.517309,41.822228,50.715988,50.29383,40.886084,25.271025
13.410786,20.198332,19.467007,7.733025,-10.632733,-24.891944,-26.207115,-15.097748,-0.410884,9.047705,11.335301,10.239241,9.21159,8.141872,5.625483,1.991137,-1.498864,-5.265287,-10.817655,-17.066349,-19.361356,-14.235234,-4.418794,3.274686,5.836706,7.760562,14.648858,23.962842,25.431436,12.592638,-7.778999,-20.838541,-18.880718,-9.124672,-4.553344,-8.442843,-11.083265,-2.640159,13.48714,23.1998,17.417071,2.463311,-6.998439,-4.101573,3.478617,3.100691,-8.557249,-22.176546,-25.68254,-15.558584,1.592752,16.479964,24.370975,25.909176,23.341972,17.508089,8.089004,-4.211554,-15.943688,-21.319974,-15.506233,0.43973,17.145594,21.324206,5.810216,-22.890568,-47.598844,-52.86506,-36.176157,-8.267655,16.447394,29.530954,30.6646,23.833541,13.846765,5.649208,3.535124,8.262272,15.105271,16.804025,9.840668,-2.291028,-12.365449,-15.56931,-12.210189,-5.557285,1.126608,5.128198,4.008879,-2.705043,-11.300917,-15.364555,-11.288111,-2.079793,5.57102,8.178286,8.240572,9.601507,11.392361,8.531896,-1.524326,-14.236247,-21.591785,-19.787349,-12.041572,-3.926353,2.311499,7.666181,11.989175,12.303703,6.558959,-2.314853,-7.953466,-6.362769,0.814913,8.920045,14.736876,17.342058,15.825906,8.92458,-1.783779,-9.970739,-8.740334,1.962485,13.188501,14.041303,1.745305,-15.45948,-25.64714,-23.491973,-13.856933,-6.277794,-6.394445,-11.911014,-15.481223,-11.124609,1.063771,15.110091,23.793468,24.016333,18.46031,12.125778,7.337186,2.630424,-3.323734,-7.857479,-6.143637,2.495545,11.453611,11.925117,1.689472,-12.081958,-19.501241,-16.98709,-9.131107,-2.557657,0.212778,0.485109,-0.664511,-3.393189,-6.032517,-3.999536,5.502596,18.115495,24.400897,18.988808,6.650323,-2.587975,-4.327795,-3.953702,-8.958218,-18.628074,-23.716623,-16.8266,-1.367108,11.351815
